Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
140000000,3880.0,170732.0,Peñaflor,:lacampana455,3.0,3.0,93.0,93.0,2.0,19497181,Corredores Asociados
90000000,2495.0,109756.0,Peñaflor,barrosarana,3.0,2.0,114.0,114.0,2.0,19497162,Corredores Asociados
58000000,1608.0,70732.0,Peñaflor,chillan,3.0,1.0,65.0,65.0,,19497133,Corredores Asociados
160000000,4435.0,195122.0,Peñaflor,camdelmonte,4.0,1.0,150.0,150.0,3.0,19497109,Corredores Asociados
64000000,1774.0,78049.0,Peñaflor,hernan,2.0,1.0,62.0,62.0,1.0,19497092,Corredores Asociados
119000000,3298.0,145122.0,PadreHurtado,loszorzales727,3.0,3.0,57.0,57.0,1.0,19497057,Corredores Asociados
75000000,2079.0,91463.0,PadreHurtado,sanantoniodepadua26132,4.0,1.0,74.0,70.0,,19497044,Corredores Asociados
110000000,3049.0,134146.0,ElBosque,pasajediegoportales987,3.0,2.0,133.0,133.0,,19497000,Corredores Asociados
76000000,2106.0,92683.0,Cerrillos,Portugal2453,3.0,1.0,80.0,80.0,1.0,19496981,Corredores Asociados
225493750,6250.0,274992.0,Colina,elmolino,3.0,2.0,95.0,350.0,2.0,15448824,Urbalia
140000000,3880.0,170732.0,CaleradeTango,eltrebolpc5loteA,3.0,1.0,100.0,100.0,3.0,19496960,Corredores Asociados
84000000,2328.0,102439.0,Pudahuel,LasÑipas1293,4.0,1.0,90.0,120.0,2.0,19494916,Corredores Asociados
229101650,6350.0,279392.0,Santiago,huelva,4.0,3.0,200.0,200.0,2.0,19493746,
533969200,14800.0,651182.0,Ñuñoa,SimónBolívar1929,6.0,4.0,140.0,311.0,3.0,19492996,Corredores Asociados
303063600,8400.0,369590.0,Ñuñoa,Sgto.Menadier&Sgto.LuisNavarrete,4.0,2.0,150.0,190.0,1.0,19492962,Corredores Asociados
901975000,25000.0,1099970.0,Ñuñoa,MattaOriente&LoEncalada,17.0,17.0,600.0,850.0,,19492909,Corredores Asociados
342750500,9500.0,417988.0,Ñuñoa,Pje.RosembluttconBremen,5.0,3.0,103.0,184.0,1.0,19492888,Corredores Asociados
1082370000,30000.0,1319963.0,LasCondes,CaminoElAlba&CaminodelAlgarrobo,8.0,3.0,477.0,922.0,5.0,19492612,Corredores Asociados
241729300,6700.0,294792.0,Huechuraba,BertaCorrea1791,4.0,3.0,119.0,200.0,2.0,19492477,Corredores Asociados
124000000,3437.0,151220.0,ElBosque,Pasajelosonas375,5.0,2.0,107.0,107.0,2.0,19491049,Corredores Asociados
65000000,1802.0,79268.0,SanRamón,EliasFernandezAlbanoconAmericoVespucio,3.0,1.0,80.0,276.0,1.0,19488684,Corredores Asociados
135000000,3742.0,164634.0,PuenteAlto,NonatoCooconAngelPimentel,3.0,2.0,80.0,110.0,1.0,19488650,Corredores Asociados
120000000,3326.0,146341.0,PuenteAlto,LasNievesconlosJardines.,4.0,2.0,98.0,133.0,2.0,19488631,Corredores Asociados
120000000,3326.0,146341.0,LaFlorida,WalkerMartinez1600,2.0,2.0,,,2.0,19488551,Corredores Asociados
504745210,13990.0,615543.0,LasCondes,TomasMoro354,6.0,5.0,170.0,350.0,4.0,19487860,Corredores Asociados
450987500,12500.0,549985.0,Santiago,Poniente,6.0,4.0,261.0,438.0,7.0,19487198,Corredores Asociados
87275101,2419.0,106433.0,PuenteAlto,RicardoFonseca945,2.0,1.0,98.0,169.0,1.0,10529549,
324711000,9000.0,395989.0,SanMiguel,PedroMira946,2.0,2.0,212.0,312.0,1.0,19487153,Corredores Asociados
88032760,2440.0,107357.0,Maipú,CalleHerodes,3.0,2.0,65.0,80.0,1.0,19487061,Corredores Asociados
92001450,2550.0,112197.0,Independencia,CoronelAgustinLopezdeAlcazar,3.0,1.0,93.0,90.0,,19486940,Corredores Asociados
137100200,3800.0,167195.0,Cerrillos,ElEsfuerzo6338,5.0,2.0,140.0,275.0,3.0,19486875,Corredores Asociados
317495200,8800.0,387189.0,Ñuñoa,LosAliaga785-A,3.0,2.0,94.0,206.0,3.0,19485527,Corredores Asociados
102825150,2850.0,125397.0,LasCondes,Noespecifica,,1.0,22.0,22.0,,19485492,Corredores Asociados
292239900,8100.0,356390.0,LaReina,ElGreco6726,4.0,2.0,117.0,277.0,3.0,19485481,Corredores Asociados
243533250,6750.0,296992.0,Independencia,DomingoSantaMaría1435,7.0,4.0,180.0,320.0,1.0,19485454,Corredores Asociados
90919080,2520.0,110877.0,LaFlorida,AvenidaLaFlorida7090,3.0,1.0,65.0,65.0,1.0,19485240,Zahause.cl
120000000,3326.0,146341.0,PuenteAlto,PasajeAdolfoRuizMartínez,3.0,2.0,70.0,154.0,1.0,19484865,Corredores Asociados
232709550,6450.0,283792.0,LaGranja,Lagranja,4.0,2.0,240.0,640.0,4.0,19484834,Corredores Asociados
245337200,6800.0,299192.0,PuenteAlto,Sanpedro/ejercitolibertador,7.0,3.0,195.0,170.0,2.0,14160745,Mauricio Pino Propiedades
122668600,3400.0,149596.0,Buin,caminobuinmaipo1931,3.0,2.0,77.0,77.0,2.0,19483412,Corredores Asociados
221885850,6150.0,270592.0,Buin,condominioairesdebuin,3.0,2.0,80.0,80.0,2.0,19483396,Corredores Asociados
200238450,5550.0,244193.0,Buin,airesdebuin1500,3.0,3.0,97.0,150.0,2.0,19483388,Corredores Asociados
90000000,2495.0,109756.0,Ñuñoa,GuillermoMannconPedrodeValdivia,2.0,1.0,120.0,120.0,,19482117,Corredores Asociados
790130100,21900.0,963573.0,Vitacura,PadreRomán5294,5.0,3.0,166.0,233.0,1.0,19482076,Corredores Asociados
425732200,11800.0,519186.0,Peñalolén,AmigosdePeñalolen8656,3.0,3.0,350.0,500.0,2.0,19481635,Corredores Asociados
87000000,2411.0,106098.0,PuenteAlto,LosToros,2.0,2.0,70.0,70.0,1.0,19479542,Corredores Asociados
130000000,3603.0,158537.0,PuenteAlto,CerroLitoria06138,3.0,2.0,60.0,60.0,2.0,19479523,Corredores Asociados
150000000,4158.0,182927.0,LaFlorida,metromirador,3.0,1.0,162.0,162.0,3.0,19479512,Corredores Asociados
165241820,4580.0,201514.0,LaFlorida,Mexicoconrojasmagallanes,4.0,2.0,119.0,168.0,2.0,19479480,Corredores Asociados
159000000,4407.0,193902.0,LaFlorida,PasajeNegrillo9528,3.0,3.0,120.0,120.0,2.0,19479463,Corredores Asociados
139900000,3878.0,170610.0,LaFlorida,SantaAmaliaconAv.LaFlorida,4.0,3.0,99.0,99.0,3.0,19479444,Corredores Asociados
138000000,3825.0,168293.0,LaFlorida,SantaAmaliaconTineo,4.0,2.0,100.0,160.0,2.0,19479402,Corredores Asociados
65000000,1802.0,79268.0,LaFlorida,Noespecifica,2.0,1.0,48.0,50.0,,19479383,Corredores Asociados
158747600,4400.0,193595.0,LaFlorida,Dover9419,3.0,2.0,95.0,176.0,2.0,19478705,Corredores Asociados
229990000,6375.0,280476.0,LaReina,Excelentepropiedadrebajada,4.0,2.0,167.0,90.0,,19424119,Calvert Corredores de Propiedades
200000000,5543.0,243902.0,Ñuñoa,AlcaldeJorgeMonckerbergconcallePuquios,4.0,2.0,150.0,230.0,3.0,19476182,Nexxos
130000000,3603.0,158537.0,Ñuñoa,VillaSalvadorCruzGana,3.0,1.0,100.0,75.0,3.0,19475989,Nexxos
130000000,3603.0,158537.0,EstaciónCentral,Excelenteoportunidaddecomprarcasaestacióncentral,2.0,2.0,92.0,161.0,1.0,19474379,Cristy yessica cotal saavedra
223689800,6200.0,272792.0,IsladeMaipo,Jaimeguzman/coronelcruz,3.0,3.0,110.0,300.0,2.0,19474366,Brokers Inmobiliarios
140000000,3880.0,170732.0,PadreHurtado,Caminoantiguoavalparaísoylossauces,3.0,2.0,107.0,240.0,4.0,19474334,Brokers Inmobiliarios
52000000,1441.0,63415.0,Santiago,PrimeraTransversal/SanIgnacio,3.0,1.0,55.0,55.0,1.0,19474303,Corredores Asociados
119500000,3312.0,145732.0,Santiago,simónbolivar,3.0,1.0,160.0,160.0,,19474286,Corredores Asociados
88754340,2460.0,108237.0,Santiago,VillaLasCasasdePadreHurtado,2.0,1.0,60.0,60.0,,19474243,Corredores Asociados
65000000,1802.0,79268.0,Santiago,BahíaCatalina,4.0,2.0,180.0,180.0,,19474222,Corredores Asociados
110000000,3049.0,134146.0,Santiago,JoseMiguelInfante,3.0,1.0,54.0,54.0,1.0,19474217,Corredores Asociados
851464400,23600.0,1038371.0,Providencia,Bellavista/mallinkrodt,,4.0,329.0,276.0,,19473729,Sucursal El Bosque Sur
100000000,2772.0,121951.0,SanBernardo,Casade3dy1benventaensanbernardo,3.0,1.0,58.0,101.0,1.0,19473471,Unne
95000000,2633.0,115854.0,SanBernardo,EnVentaacogedoracasaenmicrobarrioSanBernardo,2.0,1.0,60.0,96.0,1.0,19473441,Unne
685501000,19000.0,835977.0,Ñuñoa,Josemanuelinfante/crescenteerrazuriz,3.0,2.0,210.0,650.0,,19472184,
324711000,9000.0,395989.0,LaFlorida,LaFlorida,3.0,3.0,119.0,302.0,2.0,19472095,Agente Propiedades
70354050,1950.0,85798.0,Buin,Presidentejorgemontt,3.0,1.0,50.0,86.0,1.0,19468032,Corredores Asociados
319299150,8850.0,389389.0,Santiago,Padrehurtadoconcolon,3.0,2.0,100.0,170.0,,19378154,Corredores Asociados
190000000,5266.0,231707.0,LaCisterna,LaCisterna,5.0,1.0,94.0,275.0,2.0,19365257,Corredores Asociados
95000000,2633.0,115854.0,Maipú,LagoMaihue4575,3.0,2.0,80.0,128.0,2.0,19348709,Corredores Asociados
299094910,8290.0,364750.0,Melipilla,Rutag60,8.0,5.0,470.0,5600.0,15.0,19365316,Corredores Asociados
173179200,4800.0,211194.0,IsladeMaipo,islademaipo,4.0,3.0,116.0,260.0,2.0,19358050,Corredores Asociados
280000000,7761.0,341463.0,EstaciónCentral,BuzoSobenes4359,16.0,2.0,400.0,400.0,,19348551,Corredores Asociados
497890200,13800.0,607183.0,LasCondes,Hernandpdemagallanes1240,4.0,5.0,136.0,338.0,5.0,19385632,Corredores Asociados
703540500,19500.0,857976.0,Colina,CondominioLaReserva,4.0,4.0,354.0,354.0,6.0,19328229,Corredores Asociados
259408010,7190.0,316351.0,Santiago,Lordcochrane,7.0,2.0,320.0,350.0,,19358129,Corredores Asociados
147490952,4088.0,179867.0,Maipú,SantaNidia#,6.0,4.0,195.0,195.0,2.0,19360264,Corredores Asociados
793738000,22000.0,967973.0,Santiago,Seminario/MetroSalvador,13.0,15.0,298.0,298.0,,19332883,Corredores Asociados
216474000,6000.0,263993.0,IsladeMaipo,Galvez,4.0,3.0,126.0,280.0,3.0,19358031,Corredores Asociados
180000000,4989.0,219512.0,Maipú,Av.PresidenteGabrielGonzálezVidela2031,5.0,3.0,150.0,200.0,4.0,19348667,Corredores Asociados
450000000,12473.0,548780.0,QuintaNormal,SanGumercindo475,8.0,5.0,,,,19348837,Corredores Asociados
1111233200,30800.0,1355162.0,Santiago,Manquecura,6.0,5.0,450.0,1200.0,4.0,19378186,Corredores Asociados
649422000,18000.0,791978.0,LoBarnechea,Av.TeresaVial4679,5.0,4.0,190.0,350.0,3.0,19348569,Corredores Asociados
306310710,8490.0,373550.0,PadreHurtado,AvenidaLaguna,3.0,3.0,180.0,400.0,4.0,19337251,Corredores Asociados
286828050,7950.0,349790.0,PadreHurtado,SantaHerminia220,4.0,3.0,140.0,140.0,4.0,19337301,Corredores Asociados
216474000,6000.0,263993.0,PuenteAlto,MacizoOriente3614,4.0,3.0,120.0,180.0,,19335649,Corredores Asociados
129000000,3575.0,157317.0,LaFlorida,Pasajesaneugenio,3.0,1.0,84.0,160.0,2.0,19352302,Corredores Asociados
220000000,6098.0,268293.0,Cerrillos,Pilotolazzo,5.0,1.0,110.0,363.0,1.0,19355527,Corredores Asociados
1731792000,48000.0,2111941.0,Colina,CondominioLaBrisas,5.0,5.0,614.0,614.0,3.0,19327984,Corredores Asociados
721580000,20000.0,879976.0,Vitacura,JoseMariaEscrivadeBalaguer5.955,5.0,4.0,154.0,154.0,2.0,19329409,Corredores Asociados
93805400,2600.0,114397.0,Talagante,ojosdelsalado,3.0,2.0,130.0,145.0,1.0,19358136,Corredores Asociados
135000000,3742.0,164634.0,SanBernardo,CondominioLomasdeMirasur,3.0,2.0,75.0,100.0,1.0,19354614,Corredores Asociados
275000000,7622.0,335366.0,LaFlorida,Elhuallesur,3.0,2.0,119.0,304.0,2.0,19335571,Corredores Asociados
476242800,13200.0,580784.0,LasCondes,CaminoelAlba/PaulHarris,4.0,3.0,120.0,120.0,2.0,19328889,Corredores Asociados
573656100,15900.0,699581.0,Colina,CondominioLaReserva,3.0,2.0,244.0,244.0,2.0,19328201,Corredores Asociados
1403473100,38900.0,1711553.0,LoBarnechea,RefugioDelArrayan19000,5.0,6.0,500.0,5000.0,13.0,19369842,Corredores Asociados
150000000,4158.0,182927.0,PuenteAlto,Nuevatobalaba1600,3.0,3.0,80.0,120.0,2.0,19359893,Casa y Llaves
1082370000,30000.0,1319963.0,Colina,condominiolareserva,5.0,4.0,450.0,450.0,2.0,19328311,Corredores Asociados
1190607000,33000.0,1451960.0,Santiago,Avladehesaconavcentral,3.0,5.0,380.0,600.0,5.0,19378003,Corredores Asociados
97413300,2700.0,118797.0,ElMonte,Avenidalibertadores1670,3.0,1.0,54.0,140.0,1.0,19358007,Corredores Asociados
811777500,22500.0,989973.0,Vitacura,costanera,4.0,4.0,230.0,283.0,2.0,19332983,Corredores Asociados
97413300,2700.0,118797.0,ElMonte,Avenidalibertadores1670,3.0,1.0,54.0,140.0,1.0,19357995,Corredores Asociados
66000000,1829.0,80488.0,Maipú,PasajeSantaSoledad3891,3.0,2.0,,,1.0,19348650,Corredores Asociados
70000000,1940.0,85366.0,Buin,Villalacapilla,3.0,1.0,49.0,82.0,1.0,19355523,Corredores Asociados
290000000,8038.0,353659.0,Santiago,Avenida5deAbril,6.0,3.0,250.0,400.0,5.0,19353897,Corredores Asociados
92362240,2560.0,112637.0,PuenteAlto,Porvenir1664,4.0,2.0,134.0,128.0,1.0,19385743,Corredores Asociados
85000000,2356.0,103659.0,PadreHurtado,LosPerales1017,3.0,1.0,53.0,130.0,2.0,19373493,Corredores Asociados
681893100,18900.0,831577.0,Ñuñoa,EliécerParada,4.0,4.0,160.0,530.0,4.0,19333039,Corredores Asociados
105000000,2910.0,128049.0,PuenteAlto,RíoCalleCalle,3.0,2.0,60.0,,3.0,19457952,
60000000,1663.0,73171.0,Santiago,Catedral1009Of.802,,2.0,37.0,37.0,,19348887,Corredores Asociados
179000000,4961.0,218293.0,Cerrillos,Maquehue,3.0,2.0,100.0,144.0,2.0,19348510,Corredores Asociados
1190246210,32990.0,1451520.0,Santiago,Colinalagloria,5.0,6.0,402.0,830.0,3.0,19377971,Corredores Asociados
757659000,21000.0,923974.0,Colina,condominiooalgarrobal,4.0,4.0,550.0,5000.0,8.0,9439627,Mi Llave
290435950,8050.0,354190.0,Santiago,Antupiren,4.0,2.0,119.0,182.0,2.0,12332975,
533969200,14800.0,651182.0,Colina,FerminVergara/Alba2,6.0,5.0,320.0,320.0,2.0,19327800,Corredores Asociados
163000000,4518.0,198780.0,SanJosédeMaipo,CaminoalAlfalfalkm6.3,5.0,3.0,190.0,190.0,4.0,19337370,Corredores Asociados
717972100,19900.0,875576.0,LoBarnechea,Caminopuntaaguilasnorte9300lobarnechea,4.0,4.0,205.0,320.0,1.0,19385674,Corredores Asociados
494643090,13710.0,603223.0,Ñuñoa,LosJardines,4.0,3.0,244.0,385.0,1.0,19365517,Corredores Asociados
674677300,18700.0,822777.0,Colina,CondominioAlgarrobalII,6.0,6.0,380.0,380.0,,19328100,Corredores Asociados
649061210,17990.0,791538.0,Colina,Casamediterráneacomonueva/pieandino,4.0,3.0,245.0,650.0,,10175779,Francisco Vial Propiedades
136739410,3790.0,166755.0,PadreHurtado,PetitVerdot,3.0,2.0,68.0,100.0,1.0,19365349,Corredores Asociados
137000000,3797.0,167073.0,Santiago,Caminosanjosedemaipo05879,4.0,3.0,83.0,123.0,2.0,19353877,Corredores Asociados
501498100,13900.0,611583.0,Colina,CondominioHaciendadeChacabuco,5.0,5.0,272.0,272.0,1.0,19328446,Corredores Asociados
302728093,8391.0,369181.0,Santiago,Pelantaru,4.0,4.0,172.0,192.0,2.0,19353914,Corredores Asociados
757659000,21000.0,923974.0,Colina,condominiolareserva,3.0,4.0,350.0,350.0,2.0,19328246,Corredores Asociados
150000000,4158.0,182927.0,PedroAguirreCerda,Lagoranco,4.0,2.0,115.0,200.0,1.0,19355555,Corredores Asociados
717972100,19900.0,875576.0,Vitacura,islasGalápagos/Vitacura,3.0,2.0,120.0,325.0,1.0,9036757,Francisco Vial Propiedades
125000000,3465.0,152439.0,Maipú,FaustinoSarmiento,4.0,2.0,130.0,198.0,1.0,19348627,Corredores Asociados
79900000,2215.0,97439.0,LoEspejo,AvenidaCerrillos,4.0,3.0,120.0,184.0,2.0,6993042,Intermedia Propiedades
130000000,3603.0,158537.0,Ñuñoa,ñuble(l5-l6),3.0,1.0,100.0,100.0,2.0,8419824,Intermedia Propiedades
74900000,2076.0,91341.0,ElBosque,AvenidaLoMartínez,4.0,2.0,140.0,162.0,2.0,8474824,Intermedia Propiedades
134000000,3714.0,163415.0,LaPintana,VenanciaLeiva,8.0,4.0,133.0,231.0,3.0,10602483,Intermedia Propiedades
120000000,3326.0,146341.0,Macul,GregoriodelaFuente3589,5.0,2.0,,,1.0,19348601,Corredores Asociados
252553000,7000.0,307991.0,LaFlorida,Portalesdepiedraoriente,3.0,3.0,123.0,335.0,,19335519,Corredores Asociados
75000000,2079.0,91463.0,Buin,ManuelMontt,5.0,2.0,110.0,162.0,1.0,19355514,Corredores Asociados
645814100,17900.0,787578.0,Colina,condominiolareserva,3.0,3.0,262.0,262.0,4.0,19327640,Corredores Asociados
88393550,2450.0,107797.0,SanBernardo,pasajelosdiezmandamientos,2.0,1.0,62.0,62.0,2.0,19388980,Corredores Asociados
250000000,6929.0,304878.0,QuintaNormal,A.Edwards4289,,,617.0,440.0,,19348878,Corredores Asociados
209258200,5800.0,255193.0,IsladeMaipo,Galvez1569,4.0,3.0,126.0,126.0,2.0,19358086,Corredores Asociados
98500000,2730.0,120122.0,PuenteAlto,NemesioVicuña,3.0,2.0,98.0,98.0,2.0,19359915,Casa y Llaves
649422000,18000.0,791978.0,Colina,condominioterralta,5.0,4.0,233.0,233.0,2.0,19327768,Corredores Asociados
215000000,5959.0,262195.0,PedroAguirreCerda,ManuelaErrazuriz.,5.0,2.0,145.0,285.0,4.0,19360331,Corredores Asociados
793738000,22000.0,967973.0,LoBarnechea,CapillaEmaus,5.0,4.0,250.0,1900.0,4.0,19354509,Corredores Asociados
95000000,2633.0,115854.0,PuenteAlto,Cabodeseado/bahiatefusis,4.0,2.0,80.0,80.0,1.0,19359981,Casa y Llaves
865896000,24000.0,1055971.0,Colina,CondominioLasBrisas,5.0,4.0,360.0,360.0,6.0,19328046,Corredores Asociados
717972100,19900.0,875576.0,Colina,condominiopoloII,5.0,5.0,404.0,404.0,1.0,19328579,Corredores Asociados
167334402,4638.0,204066.0,LaFlorida,pasajealtamira40,1.0,3.0,99.0,154.0,1.0,19355123,Corredores Asociados
74936083,2077.0,91385.0,Paine,Pje.ElAvellanoN°319,3.0,1.0,52.0,52.0,2.0,19331168,Corredores Asociados
210340570,5830.0,256513.0,PuenteAlto,PasajeSanHugoconPasajeDegas,5.0,3.0,170.0,198.0,3.0,19365381,Corredores Asociados
1118449000,31000.0,1363962.0,LaReina,Helsby,5.0,4.0,240.0,240.0,,19360619,Corredores Asociados
133456221,3699.0,162751.0,Buin,domingocaneleo,3.0,3.0,75.0,75.0,1.0,19388874,Corredores Asociados
67000000,1857.0,81707.0,Quilicura,PasajeValparaíso,3.0,1.0,65.0,120.0,1.0,19360365,Corredores Asociados
450626710,12490.0,549545.0,LaReina,CercanaaParqueIntercomunal,5.0,4.0,160.0,286.0,2.0,19328797,Corredores Asociados
71797210,1990.0,87558.0,Santiago,Maipú848Depto.245SantiagoOeste,3.0,1.0,,,,19348930,Corredores Asociados
248000000,6874.0,302439.0,Santiago,Lamontura,5.0,3.0,122.0,374.0,2.0,19353956,Corredores Asociados
85000000,2356.0,103659.0,Maipú,CalleJudea,3.0,2.0,70.0,82.0,1.0,19252928,Corredora De Propiedades Alto Coipue Spa
400000000,11087.0,487805.0,Vitacura,Lashualtatas,3.0,2.0,100.0,100.0,2.0,19332939,Corredores Asociados
155139700,4300.0,189195.0,IsladeMaipo,Galvez1569,3.0,3.0,90.0,90.0,2.0,19358065,Corredores Asociados
93000000,2578.0,113415.0,PuenteAlto,CipresdelasGuaitecas,3.0,1.0,80.0,120.0,1.0,19365419,Corredores Asociados
306671500,8500.0,373990.0,Colina,HaciendadeChacabuco,2.0,2.0,123.0,123.0,15.0,19328118,Corredores Asociados
245000000,6791.0,298780.0,Paine,Delvillar,4.0,3.0,200.0,800.0,3.0,19355540,Corredores Asociados
721219210,19990.0,879536.0,Colina,Chicureocentral/CerroLaPava,4.0,4.0,250.0,250.0,4.0,19328548,Corredores Asociados
576903210,15990.0,703540.0,Colina,CondominioHaciendaChacabuco,4.0,4.0,380.0,380.0,6.0,19328165,Corredores Asociados
65000000,1802.0,79268.0,Santiago,PasajePedroLeónCarmonavillarenacidoloblancocomunadeelBosque,3.0,1.0,,,1.0,19437774,Corredora de propiedades Dinamarca & Abarca
717972100,19900.0,875576.0,Colina,CondominioHaciendadeChacabuco,5.0,3.0,400.0,400.0,10.0,19328497,Corredores Asociados
155139700,4300.0,189195.0,IsladeMaipo,Callegalvez,3.0,3.0,90.0,260.0,2.0,19358046,Corredores Asociados
992172500,27500.0,1209966.0,Colina,CondominioLasBrisasdeChicureo,5.0,4.0,376.0,376.0,,19328280,Corredores Asociados
205289510,5690.0,250353.0,Recoleta,ErnestoPintoLagarrigue156,6.0,2.0,170.0,178.0,,19351137,Corredores Asociados
137100200,3800.0,167195.0,Ñuñoa,Cauquenes,1.0,1.0,37.0,37.0,1.0,19329431,Corredores Asociados
1334562210,36990.0,1627515.0,Colina,CondominioHaciendadeChicureo,5.0,5.0,516.0,516.0,11.0,19328374,Corredores Asociados
178591050,4950.0,217794.0,Santiago,Saneugenio800,4.0,2.0,100.0,140.0,1.0,19378260,Corredores Asociados
606127200,16800.0,739180.0,Colina,CondominioLaReserva,4.0,4.0,255.0,255.0,2.0,19328015,Corredores Asociados
248945100,6900.0,303592.0,Huechuraba,SantaMarta6850,3.0,2.0,125.0,125.0,1.0,19369783,Corredores Asociados
65000000,1802.0,79268.0,PuenteAlto,Elbandoneon/elclarinete,3.0,1.0,77.0,77.0,1.0,19359968,Casa y Llaves
487066500,13500.0,593984.0,LasCondes,Av.ManquehueconAv.CristóbalColón,5.0,2.0,202.0,574.0,2.0,19354469,Corredores Asociados
100000000,2772.0,121951.0,LaFlorida,Pasajelebu,3.0,1.0,110.0,162.0,2.0,19353796,Corredores Asociados
523145500,14500.0,637982.0,SanJosédeMaipo,Avda.ElVolcán0697,4.0,3.0,269.0,488.0,1.0,19331952,Corredores Asociados
1259157100,34900.0,1535557.0,Santiago,Vitacura/santamaria,4.0,4.0,450.0,450.0,5.0,19378109,Corredores Asociados
428979310,11890.0,523146.0,Colina,CondominioHaciendadeChacabuco,5.0,4.0,280.0,280.0,,19328416,Corredores Asociados
847856500,23500.0,1033971.0,Colina,AltosdeLaReserva,5.0,6.0,400.0,400.0,15.0,19328343,Corredores Asociados
175000000,4850.0,213415.0,PuenteAlto,Lagoyelcho/lagocochrane,4.0,3.0,92.0,200.0,2.0,19359927,Casa y Llaves
1439552100,39900.0,1755551.0,Santiago,Bilbao,5.0,3.0,250.0,556.0,7.0,19378088,Corredores Asociados
537577100,14900.0,655582.0,LaReina,Benjaminsoubercaseaux,4.0,3.0,140.0,317.0,2.0,18901166,Nativo Propiedades
110762530,3070.0,135076.0,Maipú,Pasajelosbeduinos#8casan°1564,3.0,2.0,88.0,97.0,1.0,19334603,Corredores Asociados
80131459,2221.0,97721.0,Quilicura,Pasajelapaz,3.0,2.0,74.0,74.0,,19335676,Corredores Asociados
173179200,4800.0,211194.0,IsladeMaipo,Galvez1569,3.0,3.0,116.0,116.0,2.0,19358075,Corredores Asociados
235000000,6513.0,286585.0,Lampa,carabinerosbatuco,3.0,2.0,100.0,100.0,10.0,19328810,Corredores Asociados
721580000,20000.0,879976.0,Santiago,Starosa,,6.0,666.0,495.0,6.0,19332851,Corredores Asociados
503302050,13950.0,613783.0,Colina,CondominioLaFuente,3.0,3.0,150.0,150.0,2.0,19328075,Corredores Asociados
95000000,2633.0,115854.0,Recoleta,pasajeuruguayana,4.0,2.0,75.0,171.0,,19335691,Corredores Asociados
414908500,11500.0,505986.0,Santiago,M.Monttconeleodoroyañez,4.0,4.0,152.0,152.0,,19378073,Corredores Asociados
829817000,23000.0,1011972.0,Colina,CondominioHaciendadeChacabuco,5.0,4.0,424.0,424.0,,19328528,Corredores Asociados
331926800,9200.0,404789.0,Santiago,Cerrocolorado5036,2.0,2.0,90.0,97.0,1.0,19385769,Corredores Asociados
140000000,3880.0,170732.0,Independencia,CasaensectorPlazaChacabuco,3.0,2.0,90.0,90.0,1.0,8067467,Easyprop
228849097,6343.0,279084.0,PedroAguirreCerda,ManuelaErrazuriz.,5.0,2.0,145.0,285.0,4.0,19360348,Corredores Asociados
340946550,9450.0,415788.0,Peñalolén,matíascousiño4107,3.0,3.0,122.0,134.0,,19328999,Corredores Asociados
576903210,15990.0,703540.0,Colina,condominiohaciendadechacabuco,3.0,5.0,386.0,386.0,6.0,19328468,Corredores Asociados
84785650,2350.0,103397.0,Independencia,AvenidaIndependencia1815,2.0,1.0,43.0,43.0,1.0,19328790,Corredores Asociados
360790000,10000.0,439988.0,LasCondes,Ivcentenario,3.0,3.0,80.0,285.0,,19421913,Agustín Fuenzalida Propiedades
250749050,6950.0,305792.0,Buin,GermanSandoval,4.0,3.0,100.0,100.0,5.0,19388906,Corredores Asociados
299455700,8300.0,365190.0,LoBarnechea,pasajelosesquiadores1540,6.0,4.0,120.0,700.0,4.0,19361026,Corredores Asociados
432948000,12000.0,527985.0,Colina,SanLuis,3.0,4.0,180.0,440.0,3.0,19421342,Nexxos
65000000,1802.0,79268.0,SanBernardo,BomberoBenjaminLazoSanBernardo,4.0,1.0,59.0,85.0,1.0,19421289,Easyprop
80000000,2217.0,97561.0,PadreHurtado,Pasajeesteroseco,3.0,2.0,77.0,77.0,1.0,19421257,Easyprop
70000000,1940.0,85366.0,LaFlorida,Riolosquenes,1.0,1.0,47.0,120.0,1.0,19421196,Easyprop
288271210,7990.0,351550.0,Pudahuel,AvenidaelAlgarrobo/AvenidalasFlores,3.0,3.0,139.0,470.0,,19421004,Jorge Pablo Caro Propiedades
793738000,22000.0,967973.0,Providencia,ClinicaIndisa/PedrodeValdiviaNorte,4.0,3.0,218.0,660.0,3.0,19420756,Nexxos
140000000,3880.0,170732.0,Maipú,SantaNidia#,6.0,4.0,195.0,195.0,2.0,19360301,Corredores Asociados
793738000,22000.0,967973.0,Providencia,ClinicaIndisa/PedrodeValdiviaNorte,4.0,3.0,218.0,660.0,3.0,19420728,Nexxos
3571821000,99000.0,4355879.0,SanBernardo,SanBernardo,,,33000.0,33000.0,,19343752,Corredores Asociados
163500000,4532.0,199390.0,Maipú,PalomasdeSanJosé429,5.0,2.0,140.0,132.0,1.0,19420564,Nexxos
337338650,9350.0,411389.0,Macul,JorgeGonzálezconMarianoLatorre,4.0,2.0,102.0,393.0,5.0,19420156,Easyprop
425732200,11800.0,519186.0,Santiago,BarrioBrasil,7.0,6.0,180.0,180.0,,19420044,Unne
